PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30815168","Exploring Older Adults' Strengths, Problems, and Wellbeing Using De-identified Electronic Health Record Data","Gao G, Pieczkiewicz D, Kerr M, Lindquist R, Chi CL, Maganti S, Austin R, Kreitzer MJ, Todd K, Monsen KA.","AMIA Annu Symp Proc. 2018 Dec 5;2018:1263-1272. eCollection 2018.","Gao G","AMIA Annu Symp Proc","2018","2019/03/01","PMC6371293","",""
"29854246","Classifying Clinical Trial Eligibility Criteria to Facilitate Phased Cohort Identification Using Clinical Data Repositories","Wang AY, Lancaster WJ, Wyatt MC, Rasmussen LV, Fort DG, Cimino JJ.","AMIA Annu Symp Proc. 2018 Apr 16;2017:1754-1763. eCollection 2017.","Wang AY","AMIA Annu Symp Proc","2018","2018/06/02","PMC5977684","",""
"29854176","A Framework for Data Quality Assessment in Clinical Research Datasets","Lee K, Weiskopf N, Pathak J.","AMIA Annu Symp Proc. 2018 Apr 16;2017:1080-1089. eCollection 2017.","Lee K","AMIA Annu Symp Proc","2018","2018/06/02","PMC5977591","",""
"30815064","Enhancing the Representational Power of i2b2 through Referent Tracking","Blaisure JC, Ceusters WM.","AMIA Annu Symp Proc. 2018 Dec 5;2018:262-271. eCollection 2018.","Blaisure JC","AMIA Annu Symp Proc","2018","2019/03/01","PMC6371319","",""
"29854124","Evaluation of a systematic methodology to detect in near real-time performance changes during electronic health record system implementations: a longitudinal study","Colicchio TK, Fiol GD, Stoddard GJ, Narus SP.","AMIA Annu Symp Proc. 2018 Apr 16;2017:595-604. eCollection 2017.","Colicchio TK","AMIA Annu Symp Proc","2018","2018/06/02","PMC5977722","",""
"30815205","Learning When Communications Between Healthcare Providers Indicate Hormonal Therapy Medication Discontinuation","Yin Z, Warner JL, Malin BA.","AMIA Annu Symp Proc. 2018 Dec 5;2018:1591-1600. eCollection 2018.","Yin Z","AMIA Annu Symp Proc","2018","2019/03/01","PMC6371302","",""
"32941535","Increasing tendency of urine protein is a risk factor for rapid eGFR decline in patients with CKD: A machine learning-based prediction model by using a big database","Inaguma D, Kitagawa A, Yanagiya R, Koseki A, Iwamori T, Kudo M, Yuzawa Y.","PLoS One. 2020 Sep 17;15(9):e0239262. doi: 10.1371/journal.pone.0239262. eCollection 2020.","Inaguma D","PLoS One","2020","2020/09/17","PMC7497987","","10.1371/journal.pone.0239262"
"32308892","Nurses' Stress Associated with Nursing Activities and Electronic Health Records: Data Triangulation from Continuous Stress Monitoring, Perceived Workload, and a Time Motion Study","Yen PY, Pearl N, Jethro C, Cooney E, McNeil B, Chen L, Lopetegui M, Maddox TM, Schallom M.","AMIA Annu Symp Proc. 2020 Mar 4;2019:952-961. eCollection 2019.","Yen PY","AMIA Annu Symp Proc","2020","2020/04/21","PMC7153131","",""
"30815140","Automatic Genetic Risk Assessment Calculation Using Breast Cancer Family History Data from the EHR compared to Self-Report","Sin M, McGuinness JE, Trivedi MS, Vanegas A, Silverman TB, Crew KD, Kukafka R.","AMIA Annu Symp Proc. 2018 Dec 5;2018:970-978. eCollection 2018.","Sin M","AMIA Annu Symp Proc","2018","2019/03/01","PMC6371348","",""
"34882700","Risk factors for excess all-cause mortality during the first wave of the COVID-19 pandemic in England: A retrospective cohort study of primary care data","Carey IM, Cook DG, Harris T, DeWilde S, Chaudhry UAR, Strachan DP.","PLoS One. 2021 Dec 9;16(12):e0260381. doi: 10.1371/journal.pone.0260381. eCollection 2021.","Carey IM","PLoS One","2021","2021/12/09","PMC8659693","","10.1371/journal.pone.0260381"
"29854255","Predicting Changes in Pediatric Medical Complexity using Large Longitudinal Health Records","Xu Y, Bahadori MT, Searles E, Thompson M, Javier TS, Sun J.","AMIA Annu Symp Proc. 2018 Apr 16;2017:1838-1847. eCollection 2017.","Xu Y","AMIA Annu Symp Proc","2018","2018/06/02","PMC5977630","",""
"34559819","eARDS: A multi-center validation of an interpretable machine learning algorithm of early onset Acute Respiratory Distress Syndrome (ARDS) among critically ill adults with COVID-19","Singhal L, Garg Y, Yang P, Tabaie A, Wong AI, Mohammed A, Chinthala L, Kadaria D, Sodhi A, Holder AL, Esper A, Blum JM, Davis RL, Clifford GD, Martin GS, Kamaleswaran R.","PLoS One. 2021 Sep 24;16(9):e0257056. doi: 10.1371/journal.pone.0257056. eCollection 2021.","Singhal L","PLoS One","2021","2021/09/24","PMC8462682","","10.1371/journal.pone.0257056"
"34543353","Replicating prediction algorithms for hospitalization and corticosteroid use in patients with inflammatory bowel disease","Gan RW, Sun D, Tatro AR, Cohen-Mekelburg S, Wiitala WL, Zhu J, Waljee AK.","PLoS One. 2021 Sep 20;16(9):e0257520. doi: 10.1371/journal.pone.0257520. eCollection 2021.","Gan RW","PLoS One","2021","2021/09/20","PMC8452029","","10.1371/journal.pone.0257520"
"29944675","The diagnosis, burden and prognosis of dementia: A record-linkage cohort study in England","Pujades-Rodriguez M, Assi V, Gonzalez-Izquierdo A, Wilkinson T, Schnier C, Sudlow C, Hemingway H, Whiteley WN.","PLoS One. 2018 Jun 26;13(6):e0199026. doi: 10.1371/journal.pone.0199026. eCollection 2018.","Pujades-Rodriguez M","PLoS One","2018","2018/06/27","PMC6019102","","10.1371/journal.pone.0199026"
"33481783","Contribution of viral infection to risk for cancer in systemic lupus erythematosus and multiple sclerosis","Johnson DK, Reynolds KM, Poole BD, Montierth MD, Todd VM, Barnado A, Davis MF.","PLoS One. 2021 Jan 22;16(1):e0243150. doi: 10.1371/journal.pone.0243150. eCollection 2021.","Johnson DK","PLoS One","2021","2021/01/22","PMC7822541","","10.1371/journal.pone.0243150"
"32555618","Influenza-associated excess mortality in the Philippines, 2006-2015","Cheng KJG, Rivera AS, Lam HY, Ulitin AR, Nealon J, Dizon R, Wu DB.","PLoS One. 2020 Jun 17;15(6):e0234715. doi: 10.1371/journal.pone.0234715. eCollection 2020.","Cheng KJG","PLoS One","2020","2020/06/20","PMC7299398","","10.1371/journal.pone.0234715"
"32343707","Prevalence of polypoidal choroidal vasculopathy in Indian population: Risk factors, clinical and imaging characteristics","Kumar M, Moptom SE, Sen P, Khetan V, Bhende M, Sivaprasad S, Raman R; Sankara Nethralaya Vitreoretinal Study Group (SNVR-Study Group).","PLoS One. 2020 Apr 28;15(4):e0231901. doi: 10.1371/journal.pone.0231901. eCollection 2020.","Kumar M","PLoS One","2020","2020/04/29","PMC7188226","","10.1371/journal.pone.0231901"
"35271664","Utility of machine learning in developing a predictive model for early-age-onset colorectal neoplasia using electronic health records","Hussan H, Zhao J, Badu-Tawiah AK, Stanich P, Tabung F, Gray D, Ma Q, Kalady M, Clinton SK.","PLoS One. 2022 Mar 10;17(3):e0265209. doi: 10.1371/journal.pone.0265209. eCollection 2022.","Hussan H","PLoS One","2022","2022/03/10","","","10.1371/journal.pone.0265209"
"34437569","A novel index to assess low energy fracture risks in patients prescribed antiepileptic drugs","Nordqvist O, Björneld O, Brudin L, Wanby P, Nobin R, Carlsson M.","PLoS One. 2021 Aug 26;16(8):e0256093. doi: 10.1371/journal.pone.0256093. eCollection 2021.","Nordqvist O","PLoS One","2021","2021/08/26","PMC8389492","","10.1371/journal.pone.0256093"
"31910437","Development and validation of a prognostic model predicting symptomatic hemorrhagic transformation in acute ischemic stroke at scale in the OHDSI network","Wang Q, Reps JM, Kostka KF, Ryan PB, Zou Y, Voss EA, Rijnbeek PR, Chen R, Rao GA, Morgan Stewart H, Williams AE, Williams RD, Van Zandt M, Falconer T, Fernandez-Chas M, Vashisht R, Pfohl SR, Shah NH, Kasthurirathne SN, You SC, Jiang Q, Reich C, Zhou Y.","PLoS One. 2020 Jan 7;15(1):e0226718. doi: 10.1371/journal.pone.0226718. eCollection 2020.","Wang Q","PLoS One","2020","2020/01/08","PMC6946584","","10.1371/journal.pone.0226718"
"31774830","Knowledge-based best of breed approach for automated detection of clinical events based on German free text digital hospital discharge letters","König M, Sander A, Demuth I, Diekmann D, Steinhagen-Thiessen E.","PLoS One. 2019 Nov 27;14(11):e0224916. doi: 10.1371/journal.pone.0224916. eCollection 2019.","König M","PLoS One","2019","2019/11/28","PMC6881027","","10.1371/journal.pone.0224916"
"32308909","Predicting Wait Times in Pediatric Ophthalmology Outpatient Clinic Using Machine Learning","Lin WC, Goldstein IH, Hribar MR, Sanders DS, Chiang MF.","AMIA Annu Symp Proc. 2020 Mar 4;2019:1121-1128. eCollection 2019.","Lin WC","AMIA Annu Symp Proc","2020","2020/04/21","PMC7153152","",""
"30550602","Treatment strategies after acute exacerbations of chronic obstructive pulmonary disease: Impact on mortality","Casas-Mendez F, Abadías MJ, Yuguero O, Bardés I, Barbé F, de Batlle J.","PLoS One. 2018 Dec 14;13(12):e0208847. doi: 10.1371/journal.pone.0208847. eCollection 2018.","Casas-Mendez F","PLoS One","2018","2018/12/15","PMC6294427","","10.1371/journal.pone.0208847"
"32421741","Factors associated with visual outcomes after cataract surgery: A cross-sectional or retrospective study in Liberia","Khanna RC, Rathi VM, Guizie E, Singh G, Nishant K, Sandhu S, Varda R, Das AV, Rao GN.","PLoS One. 2020 May 18;15(5):e0233118. doi: 10.1371/journal.pone.0233118. eCollection 2020.","Khanna RC","PLoS One","2020","2020/05/19","PMC7233528","","10.1371/journal.pone.0233118"
"31765395","Semantic computational analysis of anticoagulation use in atrial fibrillation from real world data","Bean DM, Teo J, Wu H, Oliveira R, Patel R, Bendayan R, Shah AM, Dobson RJB, Scott PA.","PLoS One. 2019 Nov 25;14(11):e0225625. doi: 10.1371/journal.pone.0225625. eCollection 2019.","Bean DM","PLoS One","2019","2019/11/26","PMC6876873","","10.1371/journal.pone.0225625"
"34919587","Outcomes of Sjögren's versus non-Sjögren's related dry eye in a longitudinal, tertiary clinic-based sample","Cui D, Mathews P, Li G, VanCourt S, Akpek E.","PLoS One. 2021 Dec 17;16(12):e0261241. doi: 10.1371/journal.pone.0261241. eCollection 2021.","Cui D","PLoS One","2021","2021/12/17","PMC8682907","","10.1371/journal.pone.0261241"
"33264366","Early predictive factors of progression from severe type to critical ill type in patients with Coronavirus Disease 2019: A retrospective cohort study","Li N, Kong H, Zheng XZ, Li XY, Ma J, Zhang H, Wang DX, Li HC, Liu XM.","PLoS One. 2020 Dec 2;15(12):e0243195. doi: 10.1371/journal.pone.0243195. eCollection 2020.","Li N","PLoS One","2020","2020/12/02","PMC7710080","","10.1371/journal.pone.0243195"
"34673821","Mortality in association with antipsychotic medication use and clinical outcomes among geriatric psychiatry outpatients with COVID-19","Austria B, Haque R, Mittal S, Scott J, Vengassery A, Maltz D, Li W, Greenwald B, Freudenberg-Hua Y.","PLoS One. 2021 Oct 21;16(10):e0258916. doi: 10.1371/journal.pone.0258916. eCollection 2021.","Austria B","PLoS One","2021","2021/10/21","PMC8530340","","10.1371/journal.pone.0258916"
"32308864","A principled framework for phenotyping postpartum hemorrhage across multiple levels of severity","Oberhardt M, Friedman AM, Perotte R, Sheen JJ, Kessler A, Vawdrey DK, Green R, D'Alton ME, Goffman D.","AMIA Annu Symp Proc. 2020 Mar 4;2019:691-698. eCollection 2019.","Oberhardt M","AMIA Annu Symp Proc","2020","2020/04/21","PMC7153146","",""
"30125284","The next step to reducing emergency department (ED) crowding: Engaging specialist physicians","Kim J, Yun BJ, Aaronson EL, Kaafarani HMA, Linov P, Rao SK, Weilburg JB, Lee J.","PLoS One. 2018 Aug 20;13(8):e0201393. doi: 10.1371/journal.pone.0201393. eCollection 2018.","Kim J","PLoS One","2018","2018/08/21","PMC6101357","","10.1371/journal.pone.0201393"
"35358285","Effects of early rehabilitation in sepsis patients by a specialized physical therapist in an emergency center on the return to activities of daily living independence: A retrospective cohort study","Sakai Y, Yamamoto S, Karasawa T, Sato M, Nitta K, Okada M, Takeshige K, Ikegami S, Imamura H, Horiuchi H.","PLoS One. 2022 Mar 31;17(3):e0266348. doi: 10.1371/journal.pone.0266348. eCollection 2022.","Sakai Y","PLoS One","2022","2022/03/31","PMC8970360","","10.1371/journal.pone.0266348"
"35377881","Clinical similarities and differences between two large HIV cohorts in the United States and Africa","Monroe AK, Polyak CS, Castel AD, Esber AL, Byrne ME, Maswai J, Owuoth J, Maganga L, Bahemana E, Adamu Y, Iroezindu M, Kibuuka H, Kiweewa F, Greenberg AE, Crowell TA, Ake JA; DC Cohort Executive Committee and AFRICOS Study Group.","PLoS One. 2022 Apr 4;17(4):e0262204. doi: 10.1371/journal.pone.0262204. eCollection 2022.","Monroe AK","PLoS One","2022","2022/04/04","PMC8979457","","10.1371/journal.pone.0262204"
"32569327","FasTag: Automatic text classification of unstructured medical narratives","Venkataraman GR, Pineda AL, Bear Don't Walk Iv OJ, Zehnder AM, Ayyar S, Page RL, Bustamante CD, Rivas MA.","PLoS One. 2020 Jun 22;15(6):e0234647. doi: 10.1371/journal.pone.0234647. eCollection 2020.","Venkataraman GR","PLoS One","2020","2020/06/23","PMC7307763","","10.1371/journal.pone.0234647"
"30138455","Low incidence of choroidal neovascularization following subthreshold diode micropulse laser (SDM) in high-risk AMD","Luttrull JK, Sinclair SH, Elmann S, Glaser BM.","PLoS One. 2018 Aug 23;13(8):e0202097. doi: 10.1371/journal.pone.0202097. eCollection 2018.","Luttrull JK","PLoS One","2018","2018/08/24","PMC6107149","","10.1371/journal.pone.0202097"
"30096198","Relative survival in patients with dementia with Lewy bodies and Parkinson's disease dementia","Larsson V, Torisson G, Londos E.","PLoS One. 2018 Aug 10;13(8):e0202044. doi: 10.1371/journal.pone.0202044. eCollection 2018.","Larsson V","PLoS One","2018","2018/08/11","PMC6086429","","10.1371/journal.pone.0202044"
"34898628","Association of treatments for acute appendicitis with pregnancy outcomes in the United States from 2000 to 2016: Results from a multi-level analysis","Yang J, Wen SW, Krewski D, Corsi DJ, Walker M, Mattison D, Moog R, McNair D, Huang H, Zhuang G.","PLoS One. 2021 Dec 13;16(12):e0260991. doi: 10.1371/journal.pone.0260991. eCollection 2021.","Yang J","PLoS One","2021","2021/12/13","PMC8668090","","10.1371/journal.pone.0260991"
"31826023","Investigating multisite pain as a predictor of self-reported falls and falls requiring health care use in an older population: A prospective cohort study","Welsh VK, Mallen CD, Ogollah R, Wilkie R, McBeth J.","PLoS One. 2019 Dec 11;14(12):e0226268. doi: 10.1371/journal.pone.0226268. eCollection 2019.","Welsh VK","PLoS One","2019","2019/12/12","PMC6905547","","10.1371/journal.pone.0226268"
"33626098","Association of SARS-CoV-2 viral load at admission with in-hospital acute kidney injury: A retrospective cohort study","Paranjpe I, Chaudhary K, Johnson KW, Jaladanki SK, Zhao S, De Freitas JK, Pujdas E, Chaudhry F, Bottinger EP, Levin MA, Fayad ZA, Charney AW, Houldsworth J, Cordon-Cardo C, Glicksberg BS, Nadkarni GN.","PLoS One. 2021 Feb 24;16(2):e0247366. doi: 10.1371/journal.pone.0247366. eCollection 2021.","Paranjpe I","PLoS One","2021","2021/02/24","PMC7904214","","10.1371/journal.pone.0247366"
"35020742","COVID-19 is associated with higher risk of venous thrombosis, but not arterial thrombosis, compared with influenza: Insights from a large US cohort","Ward A, Sarraju A, Lee D, Bhasin K, Gad S, Beetel R, Chang S, Bonafede M, Rodriguez F, Dash R.","PLoS One. 2022 Jan 12;17(1):e0261786. doi: 10.1371/journal.pone.0261786. eCollection 2022.","Ward A","PLoS One","2022","2022/01/12","PMC8754296","","10.1371/journal.pone.0261786"
"31211788","Demonstrating the impact of POLST forms on hospital care requires information not contained in state registries","Turnbull AE, Ning X, Rao A, Tao JJ, Needham DM.","PLoS One. 2019 Jun 18;14(6):e0217113. doi: 10.1371/journal.pone.0217113. eCollection 2019.","Turnbull AE","PLoS One","2019","2019/06/19","PMC6581427","","10.1371/journal.pone.0217113"
"35061706","Long term miscarriage-related hypertension and diabetes mellitus. Evidence from a United Kingdom population-based cohort study","Okoth K, Subramanian A, Chandan JS, Adderley NJ, Thomas GN, Nirantharakumar K, Antza C.","PLoS One. 2022 Jan 21;17(1):e0261769. doi: 10.1371/journal.pone.0261769. eCollection 2022.","Okoth K","PLoS One","2022","2022/01/21","PMC8782476","","10.1371/journal.pone.0261769"
"33170905","Hematologic alterations and early mortality in a cohort of HIV positive African patients","Ciccacci F, Lucaroni F, Latagliata R, Morciano L, Mondlane E, Balama M, Tembo D, Gondwe J, Orlando S, Palombi L, Marazzi MC.","PLoS One. 2020 Nov 10;15(11):e0242068. doi: 10.1371/journal.pone.0242068. eCollection 2020.","Ciccacci F","PLoS One","2020","2020/11/10","PMC7654783","","10.1371/journal.pone.0242068"
"34343191","Examining the potential benefits of the influenza vaccine against SARS-CoV-2: A retrospective cohort analysis of 74,754 patients","Taghioff SM, Slavin BR, Holton T, Singh D.","PLoS One. 2021 Aug 3;16(8):e0255541. doi: 10.1371/journal.pone.0255541. eCollection 2021.","Taghioff SM","PLoS One","2021","2021/08/03","PMC8330918","","10.1371/journal.pone.0255541"
"31869341","Preoperative and operation-related risk factors for postoperative nosocomial infections in pediatric patients: A retrospective cohort study","Li K, Li X, Si W, Cui Y, Xia H, Sun X, Song X, Liang H.","PLoS One. 2019 Dec 23;14(12):e0225607. doi: 10.1371/journal.pone.0225607. eCollection 2019.","Li K","PLoS One","2019","2019/12/24","PMC6927644","","10.1371/journal.pone.0225607"
"34288941","The impact of race and ethnicity on outcomes in 19,584 adults hospitalized with COVID-19","Navar AM, Purinton SN, Hou Q, Taylor RJ, Peterson ED.","PLoS One. 2021 Jul 21;16(7):e0254809. doi: 10.1371/journal.pone.0254809. eCollection 2021.","Navar AM","PLoS One","2021","2021/07/21","PMC8294547","","10.1371/journal.pone.0254809"
"33216753","Myopia progression varies with age and severity of myopia","Verkicharla PK, Kammari P, Das AV.","PLoS One. 2020 Nov 20;15(11):e0241759. doi: 10.1371/journal.pone.0241759. eCollection 2020.","Verkicharla PK","PLoS One","2020","2020/11/20","PMC7678965","","10.1371/journal.pone.0241759"
"32023302","Productivity, efficiency, and overall performance comparisons between attendings working solo versus attendings working with residents staffing models in an emergency department: A Large-Scale Retrospective Observational Study","Robinson RD, Dib S, Mclarty D, Shaikh S, Cheeti R, Zhou Y, Ghasemi Y, Rahman M, Schrader CD, Wang H.","PLoS One. 2020 Feb 5;15(2):e0228719. doi: 10.1371/journal.pone.0228719. eCollection 2020.","Robinson RD","PLoS One","2020","2020/02/06","PMC7001986","","10.1371/journal.pone.0228719"
"31891635","General practitioners' consultation counts and associated factors in Swiss primary care - A retrospective observational study","Rachamin Y, Meier R, Grischott T, Rosemann T, Markun S.","PLoS One. 2019 Dec 31;14(12):e0227280. doi: 10.1371/journal.pone.0227280. eCollection 2019.","Rachamin Y","PLoS One","2019","2020/01/01","PMC6938322","","10.1371/journal.pone.0227280"
"35390027","Opioid prescribing in out-of-hours primary care in Flanders and the Netherlands: A retrospective cross-sectional study","Hek K, Boogaerts T, Verheij RA, De Loof H, van Dijk L, van Nuijs ALN, Meijer WM, Philips H.","PLoS One. 2022 Apr 7;17(4):e0265283. doi: 10.1371/journal.pone.0265283. eCollection 2022.","Hek K","PLoS One","2022","2022/04/07","PMC8989290","","10.1371/journal.pone.0265283"
"30439975","Zoster vaccination inequalities: A population based cohort study using linked data from the UK Clinical Practice Research Datalink","Jain A, Walker JL, Mathur R, Forbes HJ, Langan SM, Smeeth L, van Hoek AJ, Thomas SL.","PLoS One. 2018 Nov 15;13(11):e0207183. doi: 10.1371/journal.pone.0207183. eCollection 2018.","Jain A","PLoS One","2018","2018/11/16","PMC6237346","","10.1371/journal.pone.0207183"
"31437170","Initial uptake, time to treatment, and real-world effectiveness of all-oral direct-acting antivirals for hepatitis C virus infection in the United States: A retrospective cohort analysis","Kwo PY, Puenpatom A, Zhang Z, Hui SL, Kelley AA, Muschi D.","PLoS One. 2019 Aug 22;14(8):e0218759. doi: 10.1371/journal.pone.0218759. eCollection 2019.","Kwo PY","PLoS One","2019","2019/08/23","PMC6705774","","10.1371/journal.pone.0218759"
"33275634","Immunomodulatory drugs in multiple myeloma: Impact of the SCARMET (Self CARe and MEdication Toxicity) educational intervention on outpatients' knowledge to manage adverse effects","Périchou J, Ranchon F, Herledan C, Huot L, Larbre V, Carpentier I, Lazareth A, Karlin L, Beny K, Vantard N, Schwiertz V, Caffin AG, Baudouin A, Sesques P, Brisou G, Ghesquières H, Salles G, Rioufol C.","PLoS One. 2020 Dec 4;15(12):e0243309. doi: 10.1371/journal.pone.0243309. eCollection 2020.","Périchou J","PLoS One","2020","2020/12/04","PMC7717911","","10.1371/journal.pone.0243309"
"34339438","Artificial intelligence-assisted clinical decision support for childhood asthma management: A randomized clinical trial","Seol HY, Shrestha P, Muth JF, Wi CI, Sohn S, Ryu E, Park M, Ihrke K, Moon S, King K, Wheeler P, Borah B, Moriarty J, Rosedahl J, Liu H, McWilliams DB, Juhn YJ.","PLoS One. 2021 Aug 2;16(8):e0255261. doi: 10.1371/journal.pone.0255261. eCollection 2021.","Seol HY","PLoS One","2021","2021/08/02","PMC8328289","","10.1371/journal.pone.0255261"
"33651840","Use of angiotensin converting enzyme inhibitors and angiotensin receptor blockers associated with lower risk of COVID-19 in household contacts","Armstrong K, Soltoff A, Rieu-Werden M, Metlay J, Haas J.","PLoS One. 2021 Mar 2;16(3):e0247548. doi: 10.1371/journal.pone.0247548. eCollection 2021.","Armstrong K","PLoS One","2021","2021/03/02","PMC7924745","","10.1371/journal.pone.0247548"
"31774864","Persistent post-discharge opioid prescribing after traumatic brain injury requiring intensive care unit admission: A cross-sectional study with longitudinal outcome","Dunn LK, Taylor DG, Smith SJ, Skojec AJ, Wang TR, Chung J, Hanak MF, Lacomis CD, Palmer JD, Ruminski C, Fang S, Tsang S, Spangler SN, Durieux ME, Naik BI.","PLoS One. 2019 Nov 27;14(11):e0225787. doi: 10.1371/journal.pone.0225787. eCollection 2019.","Dunn LK","PLoS One","2019","2019/11/28","PMC6880998","","10.1371/journal.pone.0225787"
"29590138","Effect of multiple drug resistance on total medical costs among patients with intra-abdominal infections in China","Zhen X, Li Y, Chen Y, Dong P, Liu S, Dong H.","PLoS One. 2018 Mar 28;13(3):e0193977. doi: 10.1371/journal.pone.0193977. eCollection 2018.","Zhen X","PLoS One","2018","2018/03/29","PMC5873998","","10.1371/journal.pone.0193977"
"34767594","Chronic diseases associated with increased likelihood of hospitalization and mortality in 68,913 COVID-19 confirmed cases in Spain: A population-based cohort study","Gimeno-Miguel A, Bliek-Bueno K, Poblador-Plou B, Carmona-Pírez J, Poncel-Falcó A, González-Rubio F, Ioakeim-Skoufa I, Pico-Soler V, Aza-Pascual-Salcedo M, Prados-Torres A, Gimeno-Feliu LA; PRECOVID Group.","PLoS One. 2021 Nov 12;16(11):e0259822. doi: 10.1371/journal.pone.0259822. eCollection 2021.","Gimeno-Miguel A","PLoS One","2021","2021/11/12","PMC8589220","","10.1371/journal.pone.0259822"
"35294480","Epidemiology of atrial fibrillation in the All of Us Research Program","Alonso A, Alam AB, Kamel H, Subbian V, Qian J, Boerwinkle E, Cicek M, Clark CR, Cohn EG, Gebo KA, Loperena-Cortes R, Mayo KR, Mockrin S, Ohno-Machado L, Schully SD, Ramirez AH, Greenland P.","PLoS One. 2022 Mar 16;17(3):e0265498. doi: 10.1371/journal.pone.0265498. eCollection 2022.","Alonso A","PLoS One","2022","2022/03/16","PMC8926244","","10.1371/journal.pone.0265498"
"32817711","Correction: Detecting rare diseases in electronic health records using machine learning and knowledge engineering: Case study of acute hepatic porphyria","Cohen AM, Chamberlin S, Deloughery T, Nguyen M, Bedrick S, Meninger S, Ko JJ, Amin JJ, Wei AH, Hersh W.","PLoS One. 2020 Aug 20;15(8):e0238277. doi: 10.1371/journal.pone.0238277. eCollection 2020.","Cohen AM","PLoS One","2020","2020/08/21","PMC7446814","","10.1371/journal.pone.0238277"
"33264361","Mortality in rheumatoid arthritis patients with pulmonary nontuberculous mycobacterial disease: A retrospective cohort study","Mori S, Koga Y, Nakamura K, Hirooka S, Matsuoka T, Uramoto H, Sakamoto O, Ueki Y.","PLoS One. 2020 Dec 2;15(12):e0243110. doi: 10.1371/journal.pone.0243110. eCollection 2020.","Mori S","PLoS One","2020","2020/12/02","PMC7710034","","10.1371/journal.pone.0243110"
"35312694","The change of myopic prevalence in children and adolescents before and after COVID-19 pandemic in Suqian, China","Chen H, Liao Y, Zhou W, Dong L, Wang W, Wang X.","PLoS One. 2022 Mar 21;17(3):e0262166. doi: 10.1371/journal.pone.0262166. eCollection 2022.","Chen H","PLoS One","2022","2022/03/21","PMC8937315","","10.1371/journal.pone.0262166"
"34807914","Pharmacist involved education program in a multidisciplinary team for oral mucositis: Its impact in head-and-neck cancer patients","Yoshida K, Kodama Y, Tanaka Y, Pak K, Soga M, Toyama A, Katsura K, Takagi R.","PLoS One. 2021 Nov 22;16(11):e0260026. doi: 10.1371/journal.pone.0260026. eCollection 2021.","Yoshida K","PLoS One","2021","2021/11/22","PMC8608342","","10.1371/journal.pone.0260026"
"30653590","Kidney function, proteinuria and breast arterial calcification in women without clinical cardiovascular disease: The MINERVA study","Parikh RV, Iribarren C, Lee C, Levine-Hall T, Tan TC, Sanchez G, Ding H, Bidgoli FA, Molloi S, Go AS.","PLoS One. 2019 Jan 17;14(1):e0210973. doi: 10.1371/journal.pone.0210973. eCollection 2019.","Parikh RV","PLoS One","2019","2019/01/18","PMC6336275","","10.1371/journal.pone.0210973"
"30682092","Retrospective evaluation of nitrofurantoin and pivmecillinam for the treatment of lower urinary tract infections in men","Montelin H, Forsman KJ, Tängdén T.","PLoS One. 2019 Jan 25;14(1):e0211098. doi: 10.1371/journal.pone.0211098. eCollection 2019.","Montelin H","PLoS One","2019","2019/01/26","PMC6347205","","10.1371/journal.pone.0211098"
"35390025","How useful are body mass index and history of diabetes in COVID-19 risk stratification?","Salvy SJ, Datta GD, Yu Q, Lauzon M, Hussain SK, Cheng S, Ebinger JE, Goodarzi MO, Figueiredo JC.","PLoS One. 2022 Apr 7;17(4):e0265473. doi: 10.1371/journal.pone.0265473. eCollection 2022.","Salvy SJ","PLoS One","2022","2022/04/07","PMC8989225","","10.1371/journal.pone.0265473"
"33332356","Characteristics and outcomes of COVID-19 patients in New York City's public hospital system","Kalyanaraman Marcello R, Dolle J, Grami S, Adule R, Li Z, Tatem K, Anyaogu C, Apfelroth S, Ayinla R, Boma N, Brady T, Cosme-Thormann BF, Costarella R, Ford K, Gaither K, Jacobson J, Kanter M, Kessler S, Kristal RB, Lieber JJ, Mukherjee V, Rizzo V Jr, Rowell M, Stevens D, Sydney E, Wallach A, Chokshi DA, Davis N; New York City Health + Hospitals COVID-19 Population Health Data Team.","PLoS One. 2020 Dec 17;15(12):e0243027. doi: 10.1371/journal.pone.0243027. eCollection 2020.","Kalyanaraman Marcello R","PLoS One","2020","2020/12/17","PMC7745980","","10.1371/journal.pone.0243027"
"32542030","Efforts to reduce the length of stay in a low-intensity ICU: Changes in the ICU brought about by collaboration between Certified Nurse Specialists as head nurses and intensivists","Fukuda T, Sakurai H, Kashiwagi M.","PLoS One. 2020 Jun 15;15(6):e0234879. doi: 10.1371/journal.pone.0234879. eCollection 2020.","Fukuda T","PLoS One","2020","2020/06/17","PMC7295221","","10.1371/journal.pone.0234879"
"32841294","Chest CT findings related to mortality of patients with COVID-19: A retrospective case-series study","Hu Y, Zhan C, Chen C, Ai T, Xia L.","PLoS One. 2020 Aug 25;15(8):e0237302. doi: 10.1371/journal.pone.0237302. eCollection 2020.","Hu Y","PLoS One","2020","2020/08/26","PMC7447035","","10.1371/journal.pone.0237302"
