,Citation_Number,PMID,Ref,Link,Source,Title,Authors,JournalorConference,Year,Abstract,Ensemble,Include_TA_JG,Primary_reason_for_exclusion_TA_JG,Explanation_TA_JG,Update_April,Include_TA_SY,Primary_reason_for_exclusion_TA_SY,Explanation_TA_SY,Include_FR_SY,Primary_reason_for_exclusion_FR_SY,Explanation_FR_SY,Primary_goals,Phenotype,Pheno_cluster_category,Pheno_temporal_category,Pheno_SDOH_category,Pheno_binary,Pheno_categorical,Pheno_continuous,Pheno_temporal,Pheno_severity,Pheno_SDOH,Pheno_subtype_subgroup,Total_number_of_phenos,Data_source,Multi_sites_data,Research_network_name,Openly_available_data,Competition_data_name,Additional_data,Country,Institution_data_size,Study_cohort_size,Unstructured_data_type,Unstructured_data_language,Structured_data_type,CDM,Terminology,Traditional_ML_method,DL_method,CNN_subname,RNN_subname,FFNN_subname,BERT_subname,ML_type,Labels_for_training,Labels_for_testing,Embedding,Embedding_training_data,Training_size,Validating_size,Testing_size,NLP_software,Additional_ML_classification,Compare_with_rule_based,Compare_with_traditional_ML,Model_performance_metrics,Best_performing_model,Best_performing_name,Best_performing_AUROC,Best_performing_Fscore,Best_performing_PPV,Best_performing_Sensitivity,Best_performing_NPV,Best_performing_Specificity,Best_comparator_Rule,Best_comparator_Rule_AUROC,Best_comparator_Rule_Fscore,Best_comparator_Rule_PPV,Best_comparator_Rule_Sensitivity,Best_comparator_Rule_NPV,Best_comparator_Rule_Specificity,Best_comparator_DL,Best_comparator_DL_AUROC,Best_comparator_DL_Fscore,Best_comparator_DL_PPV,Best_comparator_DL_Sensitivity,Best_comparator_DL_Specificity,Best_comparator_traditional,Best_comparator_traditional_AUROC,Best_comparator_traditional_Fscore,Best_comparator_traditional_PPV,Best_comparator_traditional_Sensitivity,Best_comparator_traditional_NPV,Best_comparator_traditional_Specificity,Additional_traditional_ML,Additional_traditional_AUROC,Additional_traditional_Fscore,Additional_traditional_Fscore_PPV,Additional_traditional_Sensitivity,Additional_traditional_NPV,Additional_traditional_Specificity,Additional_DL,Additional_DL_AUROC,Additional_DL_Fscore,Additional_DL_PPV,Additional_DL_Sensitivity,Class_imbalance_method,Fairness_metrics,Fairness_validation_subgroups,Reported_demographics,Open_code,Open_code_link,Open_algorithm_details,Primary_contribution
91,131,35007752,131,https://www.sciencedirect.com/science/article/pii/S1532046422000028?via%3Dihub,Both,Stratifying individuals into non-alcoholic fatty liver disease risk levels using time series machine learning models,"Ben-Assuli O, Jacobi A, Goldman O, Shenhar-Tsarfaty S, Rogowski O, Zeltser D, Shapira I, Berliner S, Zelber-Sagi S.",J Biomed Inform,2022,"Non-alcoholic fatty liver disease (NAFLD) affects 25% of the population worldwide, and its prevalence is anticipated to increase globally. While most NAFLD patients are asymptomatic, NAFLD may progress to fibrosis, cirrhosis, cardiovascular disease, and diabetes. Research reports, with daunting results, show the challenge that NAFLD's burden causes to global population health. The current process for identifying fibrosis risk levels is inefficient, expensive, does not cover all potential populations, and does not identify the risk in time. Instead of invasive liver biopsies, we implemented a non-invasive fibrosis assessment process calculated from clinical data (accessed via EMRs/EHRs). We stratified patients' risks for fibrosis from 2007 to 2017 by modeling the risk in 5579 individuals. The process involved time-series machine learning models (Hidden Markov Models and Group Based Trajectory Models) profiled fibrosis risk by modeling patients' latent medical status resulted in three groups. The high-risk group had abnormal lab test values and a higher prevalence of chronic conditions. This study can help overcome the inefficient, traditional process of detecting fibrosis via biopsies (that are also medically unfeasible due to their invasive nature, the medical resources involved, and costs) at early stages. Thus longitudinal risk assessment may be used to make population-specific medical recommendations targeting early detection of high risk patients, to avoid the development of fibrosis disease and its complications as well as decrease healthcare costs.",,1,,,1,1,,,1,,,This paper used unsupervised HMM to stratify patients into different levels of liver disease risk (fibrosis).,Non-alcoholic fatty liver disease,Disease progression,Disease progression/trajectory,,NA,1,NA,1,NA,NA,1,1,Tel Aviv Medical Center,0,,0,,,Israel,,5579 patients,,,Demographics; Medications; Lab results,,,HMM; Group-based trajectory models,,,,,,Unsupervised,,,,,5579 patients,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,NA,,,,,,NA,NA,,,,,,,NA,,NA,NA,NA,NA,,,,1,0,,,Application
78,132,31539408,132,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0222665,Both,Machine learning discovery of longitudinal patterns of depression and suicidal ideation,"Gong J, Simon GE, Liu S.",PLoS One,2019,"Background and aimDepression is often accompanied by thoughts of self-harm, which are a strong predictor of subsequent suicide attempt and suicide death. Few empirical data are available regarding the temporal correlation between depression symptoms and suicidal ideation. We investigated the anecdotal concern that suicidal ideation may increase during a period of depression improvement.DataLongitudinal Patient Health Questionnaire (PHQ)-9 is a questionnaire of 9 multiple-choice questions to assess the frequency of depressive symptoms within the previous two weeks. We analyzed a chronic depression treatment population's electronic health record (EHR) data, containing 610 patients' longitudinal PHQ-9 scores (62% age 45 and older; 68% female) within 40 weeks.MethodsThe irregular and sparse EHR data were transformed into continuous trajectories using Gaussian process regression. We first estimated the correlations between the symptoms (total score of the first 8 questions; PHQ-8) and suicide ideation (9th question score; Item 9) using the cross-correlation function. We then used an artificial neural network (ANN) to discover subtypes of depression patterns from the fitted depression trajectories. In addition, we conducted a separate analysis using the unfitted raw PHQ scores to examine PHQ-8's and Item 9's pattern changes.ResultsResults showed that the majority of patients' PHQ-8 and Item 9 scores displayed strong temporal correlations. We found five patterns in the PHQ-8 and the Item 9 trajectories. We also found 8% - 13% of the patients have experienced an increase in suicidal ideation during the improvement of their PHQ-8. Using a trajectory-based method for subtype pattern detection in depression progression, we provided a better understanding of temporal correlations between depression symptoms over time.",,1,,,NA,1,,,1,,,"This paper used autoencoder to first learn latent patterns as the trajectory basis of the depression, as well as an activation vector for each patient to represent the similarity of the patient to each of the basis group. Then it applied k-means to cluster the activation vectors to get 5 subtypes of the depression. ",Depression,Disease progression,,,NA,1,NA,NA,NA,NA,1,1,Partners/MGB,0,Mental Health Research Network,0,,Patient Health Questionnaire (PHQ)-9 (Self-reported questionnaire),US,1.2 million observations,610 patients,,,PHQ-9 scores,,,,Autoencoder,,,,,Unsupervised,,,,,610 patients,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,NA,,,,,,NA,NA,,,,,,,NA,,NA,NA,NA,NA,,,,1,0,,,Application
24,133,30815148,133,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6371376/,Both,Disease Trajectories and End-of-Life Care for Dementias: Latent Topic Modeling and Trend Analysis Using Clinical Notes,"Wang L, Lakin J, Riley C, Korach Z, Frain LN, Zhou L.",AMIA,2018,"Despite the increasing prevalence, growing costs, and high mortality of dementia in older adults in the U.S., little is known about the course of these diseases and what care dementia patients receive in their final years of life. Using a large volume of clinical notes of dementia patients over the last two years of life, we conducted automatic topic modeling to capture the trends of various themes mentioned in care provider notes, including patients' physical function status, mental health, falls, nutrition and feeding, infections, hospital care, intensive care, end-of-life care, and family and social supports. Our research contributes to the adoption and evaluation of an unsupervised machine learning method using large amounts of retrospective free-text electronic health record data to discover and understand illness and health care trajectories.",,1,,,NA,1,,,1,,,This paper used LDA to capture the trends of various themes mentioned in care provider notes for Alzheimer's disease and related dementias,Dementia,Disease progression,Disease progression/trajectory,,NA,1,NA,1,NA,NA,1,1,Partners/MGB,0,,0,,,US,11 million patients,47462 patients,Clinical notes,English,Diagnosis; Medications,,ICD-9-CM; ICD-10-CM,LDA ,,,,,,Unsupervised,,,,,47462 patients,,,MTERMS; NLTK,,,,,,,,,,,,,,,,,,,NA,,,,,NA,NA,,,,,,NA,NA,,,,,,,NA,,NA,NA,NA,NA,,,,1,0,,,Application
96,134,35202844,134,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8861144/,Both,"Non-negative matrix factorization temporal topic models and clinical text data identify COVID-19 pandemic effects on primary healthcare and community health in Toronto, Canada","Meaney C, Escobar M, Moineddin R, Stukel TA, Kalia S, Aliarzadeh B, Chen T, O'Neill B, Greiver M.",J Biomed Inform,2022,"Objective: To demonstrate how non-negative matrix factorization can be used to learn a temporal topic model over a large collection of primary care clinical notes, characterizing diverse COVID-19 pandemic effects on the physical/mental/social health of residents of Toronto, Canada. Materials and Methods: The study employs a retrospective open cohort design, consisting of 382,666 primary care progress notes from 44,828 patients, 54 physicians, and 12 clinics collected 01/01/2017 through 31/12/2020. Non-negative matrix factorization uncovers a meaningful latent topical structure permeating the corpus of primary care notes. The learned latent topical basis is transformed into a multivariate time series data structure. Time series methods and plots showcase the evolution/dynamics of learned topics over the study period and allow the identification of COVID-19 pandemic effects. We perform several post-hoc checks of model robustness to increase trust that descriptive/unsupervised inferences are stable over hyper-parameter configurations and/or data perturbations. Results: Temporal topic modelling uncovers a myriad of pandemic-related effects from the expressive clinical text data. In terms of direct effects on patient-health, topics encoding respiratory disease symptoms display altered dynamics during the pandemic year. Further, the pandemic was associated with a multitude of indirect patient level effects on topical domains representing mental health, sleep, social and familial dynamics, measurement of vitals/labs, uptake of prevention/screening maneuvers, and referrals to medical specialists. Finally, topic models capture changes in primary care practice patterns resulting from the pandemic, including changes in EMR documentation strategies and the uptake of telemedicine. Conclusion: Temporal topic modelling applied to a large corpus of rich primary care clinical text data, can identify a meaningful topical/thematic summarization which can provide policymakers and public health stakeholders a passive, cost-effective, technology for understanding holistic impacts of the COVID-19 pandemic on the primary healthcare system and community/public-health.",,1,,,1,1,,,1,,,This paper used matrix factorization on COVID-19 patients to examine the pandemic effects,COVID-19 ,Disease progression,Disease progression/trajectory,,NA,NA,NA,1,NA,NA,1,1,University of Toronto Practice Based Research Network (UTOPIAN),0,UTOPIAN,0,,,Canada,90000 patients,382666 notes,Clinical notes,English,,,,Non-negative matrix factorization,,,,,,Unsupervised,,,,,38266 notes,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,NA,,,,,,NA,NA,,,,,,,NA,,NA,NA,NA,NA,,,,0,0,,,Application
71,136,33566082,136,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7928835/,Both,Validation of an internationally derived patient severity phenotype to support COVID-19 analytics from electronic health record data,"Klann JG, Estiri H, Weber GM, Moal B, Avillach P, Hong C, Tan ALM, Beaulieu-Jones BK, Castro V, Maulhardt T, Geva A, Malovini A, South AM, Visweswaran S, Morris M, Samayamuthu MJ, Omenn GS, Ngiam KY, Mandl KD, Boeker M, Olson KL, Mowery DL, Follett RW, Hanauer DA, Bellazzi R, Moore JH, Loh NW, Bell DS, Wagholikar KB, Chiovato L, Tibollo V, Rieg S, Li ALLJ, Jouhet V, Schriver E, Xia Z, Hutch M, Luo Y, Kohane IS; Consortium for Clinical Characterization of COVID-19 by EHR (4CE) (CONSORTIA AUTHOR), Brat GA, Murphy SN.",J Am Med Inform Assoc,2021,"Objective: The Consortium for Clinical Characterization of COVID-19 by EHR (4CE) is an international collaboration addressing coronavirus disease 2019 (COVID-19) with federated analyses of electronic health record (EHR) data. We sought to develop and validate a computable phenotype for COVID-19 severity.Materials and Methods: Twelve 4CE sites participated. First, we developed an EHR-based severity phenotype consisting of 6 code classes, and we validated it on patient hospitalization data from the 12 4CE clinical sites against the outcomes of intensive care unit (ICU) admission and/or death. We also piloted an alternative machine learning approach and compared selected predictors of severity with the 4CE phenotype at 1 site.Results: The full 4CE severity phenotype had pooled sensitivity of 0.73 and specificity 0.83 for the combined outcome of ICU admission and/or death. The sensitivity of individual code categories for acuity had high variability-up to 0.65 across sites. At one pilot site, the expert-derived phenotype had mean area under the curve of 0.903 (95% confidence interval, 0.886-0.921), compared with an area under the curve of 0.956 (95% confidence interval, 0.952-0.959) for the machine learning approach. Billing codes were poor proxies of ICU admission, with as low as 49% precision and recall compared with chart review.Discussion: We developed a severity phenotype using 6 code classes that proved resilient to coding variability across international institutions. In contrast, machine learning approaches may overfit hospital-specific orders. Manual chart review revealed discrepancies even in the gold-standard outcomes, possibly owing to heterogeneous pandemic conditions.Conclusions: We developed an EHR-based severity phenotype for COVID-19 in hospitalized patients and validated it at 12 international sites.",,1,,,NA,1,,,1,,,This paper used LR to identify covid severity which has higher AUROC than expert derived features but was found less generalizable than expert-curated features (overfit),COVID-19,,,,1,NA,NA,NA,1,NA,NA,1,Partners/MGB,0,4CE; i2b2,0,,,US; France; Italy; Germany; Singapore,,866 patients,,,Diagnosis; Lab results; Medications; Procedures,,ACT COVID ontology; ICD-9/10; LOINC; RxNorm; OPS (Operation and Procedure Classification),Logistic regression,,,,,,Supervised,Chart review,Chart review,,,693 patients,,173 patients,cTAKES,,ICD coding,,Recall; Specificity; AUROC; Precision; NPV; F-score,Traditional ML,Logistic regression,0.956,,,,,,ICD coding,0.903,,,,,NA,,,,,NA,NA,,,,,,NA,NA,,,,,,,NA,,NA,NA,NA,NA,,,,1,0,,,Application
89,137,31618679,137,https://www.sciencedirect.com/science/article/pii/S1532046419302254,Both,Comparing information extraction techniques for low-prevalence concepts: The case of insulin rejection by patients,"Malmasi S, Ge W, Hosomura N, Turchin A.",J Biomed Inform,2019,"Objective: To comparatively evaluate a range of Natural Language Processing (NLP) approaches for Information Extraction (IE) of low-prevalence concepts in clinical notes on the example of decline of insulin therapy recommendation by patients.Materials and methods: We evaluated the accuracy of detection of documentation of decline of insulin therapy by patients using sentence-level naive Bayes, logistic regression and support vector machine (SVM)-based classification (with and without SMOTE oversampling), token-level sequence labelling using conditional random fields (CRFs), uni- and bi-directional recurrent neural network (RNN) models with GRU and LSTM cells, and rule-based detection using Canary platform. All models were trained using the same manually annotated 50,046-document training set and evaluated on the same 1501-document held-out set. Hyperparameter optimization was performed using 10-fold cross-validation.Results: At the sentence level, prevalence of documentation of decline of insulin therapy by patients was 0.02% in both training and held-out sets. Naive Bayes and logistic regression models did not achieve F-1 score >= 0.5 on the training set and were not further evaluated. Among the other models, evaluation against the held-out test set showed that SVM identified decline of insulin therapy by patients with F-1 score of 0.61, CRF with F-1 of 0.51, RNN with F-1 of 0.67 and Canary rule-based model with F-1 of 0.97.Conclusions: Identification of low-prevalence concepts can present challenges in medical language processing. Rule-based systems that include the designer's background knowledge of language may be able to achieve higher accuracy under these circumstances.",,1,,,NA,1,,,1,,,"This paper compares rule-based, ML, and DL methods for identification of a low-prevalence concept, and the DL outperforms all ML methods but rule-based methods outperform all. ",Insulin resistance,,,,1,NA,NA,NA,NA,NA,NA,1,Partners/MGB,0,,0,,,US,,51547 notes,Clinical notes,English,,,,,RNN,,Bi-LSTM; Bi-GRU,,,Supervised,Chart review,Chart review,Word2vec,Unstructured EHR,50046 documents,,1501 documents,NLTK,,Rule-based,Naive Bayes; L2 penalized logistic regression; SVM; CRF,F-score; Precision; Recall,Rule-based,Rule-based,,0.97,0.955,1,,,,,,,,,NA,RNN,,0.67,0.71,0.63,NA,SVM,,0.61,0.71,0.53,NA,NA,CRF,,0.51,0.56,0.47,,NA,,NA,NA,NA,NA,Oversampling (SMOTE) ,,,0,0,,,Comparative study
5,154,29530803,154,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5920557/,Both,Development of an automated phenotyping algorithm for hepatorenal syndrome,"Koola JD, Davis SE, Al-Nimri O, Parr SK, Fabbri D, Malin BA, Ho SB, Matheny ME.",J Biomed Inform,2018,"Objective: Hepatorenal Syndrome (HRS) is a devastating form of acute kidney injury (MU) in advanced liver disease patients with high morbidity and mortality, but phenotyping algorithms have not yet been developed using large electronic health record (EHR) databases. We evaluated and compared multiple phenotyping methods to achieve an accurate algorithm for HRS identification.Materials and methods: A national retrospective cohort of patients with cirrhosis and AKI admitted to 124 Veterans Affairs hospitals was assembled from electronic health record data collected from 2005 to 2013. AKI was defined by the Kidney Disease: Improving Global Outcomes criteria. Five hundred and four hospitalizations were selected for manual chart review and served as the gold standard. Electronic Health Record based predictors were identified using structured and free text clinical data, subjected through NLP from the clinical Text Analysis Knowledge Extraction System. We explored several dimension reduction techniques for the NLP data, including newer high-throughput phenotyping and word embedding methods, and ascertained their effectiveness in identifying the phenotype without structured predictor variables. With the combined structured and NLP variables, we analyzed five phenotyping algorithms: penalized logistic regression, naive Bayes, support vector machines, random forest, and gradient boosting. Calibration and discrimination metrics were calculated using 100 bootstrap iterations. In the final model, we report odds ratios and 95% confidence intervals.Results: The area under the receiver operating characteristic curve (AUC) for the different models ranged from 0.73 to 0.93; with penalized logistic regression having the best discriminatory performance. Calibration for logistic regression was modest, but gradient boosting and support vector machines were superior. NLP identified 6985 variables; a priori variable selection performed similarly to dimensionality reduction using high-throughput phenotyping and semantic similarity informed clustering (AUC of 0.81-0.82).Conclusion: This study demonstrated improved phenotyping of a challenging MU etiology, HRS, over ICD-9 coding. We also compared performance among multiple approaches to EHR-derived phenotyping, and found similar results between methods. Lastly, we showed that automated NLP dimension reduction is viable for acute illness.",,1,,,NA,1,,,1,,,"This paper used 5 ML and 9 NLP (for dimensionality reduction) for the phenotyping, and the ML outperforms the rule-based methods",Hepatorenal syndrome,,,,1,NA,NA,NA,NA,NA,NA,1,Veterans Affairs hospitals,0,,0,,,US,,504 patients,Clinical notes; Radiology reports,English,Diagnosis; Lab results; Medications,,ICD-9; CPT; UMLS,L1 logistic regression; Naive Bayes; SVM; Random forest; Gradient boosting,,,,,,Supervised,Chart review,Chart review,Doc2vec; PCA,Unstructured EHR,404 patients,,100 patients,cTAKES,,ICD coding,,AUROC; F-score; Precision; Recall; Calibration plots; Brier score,Traditional ML,Logistic regression,,,0.56,0.854,,0.84,ICD coding,,,0.888,0.576,,0.888,,,,,NA,NA,Random forest,0.91,,,,NA,NA,SVM,0.9,,,,,NA,,NA,NA,NA,NA,,,,1,0,,,Application
20,155,30815053,155,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6371271/,Both,A Computable Phenotype for Acute Respiratory Distress Syndrome Using Natural Language Processing and Machine Learning,"Afshar M, Joyce C, Oakey A, Formanek P, Yang P, Churpek MM, Cooper RS, Zelisko S, Price R, Dligach D.",AMIA,2018,"Acute Respiratory Distress Syndrome (ARDS) is a syndrome of respiratory failure that may be identified using text from radiology reports. The objective of this study was to determine whether natural language processing (NLP) with machine learning performs better than a traditional keyword model for ARDS identification. Linguistic pre-processing of reports was performed and text features were inputs to machine learning classifiers tuned using 10-fold cross-validation on 80% of the sample size and tested in the remaining 20%. A cohort of 533 patients was evaluated, with a data corpus of 9,255 radiology reports. The traditional model had an accuracy of 67.3% (95% CI: 58.3-76.3) with a positive predictive value (PPV) of 41.7% (95% CI: 27.7-55.6). The best NLP model had an accuracy of 83.0% (95% CI: 75.9-90.2) with a PPV of 71.4% (95% CI: 52.1-90.8). A computable phenotype for ARDS with NLP may identify more cases than the traditional model.",,1,,,NA,1,,,1,,,This paper used NLP and ML to identify patients with ARDS. Random forest performed the best,Acute respiratory distress syndrome,,,,1,NA,NA,NA,NA,NA,NA,1,Loyola University Medical Center,0,,0,,,US,,533 patients; 9225 notes,Radiology reports; Clinical notes,English,,,UMLS,Decision trees; KNN; Naive Bayes; Logistic regression; SVM,,,,,,Supervised,Chart review,Chart review,,,427 patients,,106 patients,cTAKES,,Keyword matching,,Precision; Accuracy; Recall; Specificity; NPV; AUROC,Traditional ML,Linear SVM,,,0.714,0.556,0.859,0.924,Keyword matching,,,0.417,0.769,0.893,0.641,,,,,NA,NA,,,,,,NA,NA,,,,,,,NA,,NA,NA,NA,NA,,,,1,0,,,Application
46,156,31622801,156,https://www.sciencedirect.com/science/article/pii/S1532046419302291,Both,Developing a FHIR-based EHR phenotyping framework: A case study for identification of patients with obesity and multiple comorbidities from discharge summaries,"Hong N, Wen A, Stone DJ, Tsuji S, Kingsbury PR, Rasmussen LV, Pacheco JA, Adekkanattu P, Wang F, Luo Y, Pathak J, Liu H, Jiang G.",J Biomed Inform,2019,"Background: Standards-based clinical data normalization has become a key component of effective data integration and accurate phenotyping for secondary use of electronic healthcare records (EHR) data. HL7 Fast Healthcare Interoperability Resources (FHIR) is an emerging clinical data standard for exchanging electronic healthcare data and has been used in modeling and integrating both structured and unstructured EHR data for a variety of clinical research applications. The overall objective of this study is to develop and evaluate a FHIR-based EHR phenotyping framework for identification of patients with obesity and its multiple comorbidities from semi-structured discharge summaries leveraging a FHIR-based clinical data normalization pipeline (known as NLP2FHIR).Methods: We implemented a multi-class and multi-label classification system based on the i2b2 Obesity Challenge task to evaluate the FHIR-based EHR phenotyping framework. Two core parts of the framework are: (a) the conversion of discharge summaries into corresponding FHIR resources - Composition, Condition, MedicationStatement, Procedure and FamilyMemberHistory using the NLP2FHIR pipeline, and (b) the implementation of four machine learning algorithms (logistic regression, support vector machine, decision tree, and random forest) to train classifiers to predict disease state of obesity and 15 comorbidities using features extracted from standard FHIR resources and terminology expansions. We used the macro- and micro-averaged precision (P), recall (R), and F1 score (Fl) measures to evaluate the classifier performance. We validated the framework using a second obesity dataset extracted from the MIMIC-III database.Results: Using the NLP2FHIR pipeline, 1237 clinical discharge summaries from the 2008 i2b2 obesity challenge dataset were represented as the instances of the FHIR Composition resource consisting of 5677 records with 16 unique section types. After the NLP processing and FHIR modeling, a set of 244,438 FHIR clinical resource instances were generated. As the results of the four machine learning classifiers, the random forest algorithm performed the best with Fl-micro(0.9466)/F1-macro(0.7887) and Fl-micro(0.9536)/F1-macro(0.6524) for intuitive classification (reflecting medical professionals' judgments) and textual classification (reflecting the judgments based on explicitly reported information of diseases), respectively. The MIMIC-III obesity dataset was successfully integrated for prediction with minimal configuration of the NLP2FHIR pipeline and machine learning models.Conclusions: The study demonstrated that the FHIR-based EHR phenotyping approach could effectively identify the state of obesity and multiple comorbidities using semi-structured discharge summaries. Our FHIR-based phenotyping approach is a first concrete step towards improving the data aspect of phenotyping portability across EHR systems and enhancing interpretability of the machine learning-based phenotyping algorithms.",,1,,,NA,1,,,1,,,"This paper used FHIR-based normalization pipeline to phenotype obesity with ML, which outperforms rule-based methods. It also validate the result in another dataset. ",Asthma; Atherosclerotic cardiovascular disease; Congestive heart failure; Depression; Diabetes mellitus; Gallstones/cholecystectomy; Gestroesophageal reflux disease; Gout; Hypercholesterolemia; Hypertension; Hypertriglyceridemia; Obstructive sleep apnea; Osteoarthritis; Peripheral vascular disease; Venous insufficiency,,,,16,NA,NA,NA,NA,NA,NA,16,Partners/MGB,0,i2b2,1,2008 i2b2,,US,5677 records,,Discharge summaries,English,,FHIR,RxNorm; ATC (Anatomical therapeutic chemical); ICD-9; SNOMED-CT; LOINC,Logistic regression; SVM; Decision trees; Random forest,,,,,,Supervised,Chart review,Chart review,,,1400 reports,,600 reports,cTAKES; MedXN; MedTime,,Rule-based,,F-score; Precision; Recall,Rule-based,Rule-based,,,0.9756,0.9756,,,,,,,,,NA,,,,,NA,NA,Random forest,,0.9536,0.9536,0.9536,NA,NA,Decision trees,,0.9497,0.9497,0.9497,,NA,,NA,NA,NA,NA,,,,0,1,https://github.com/BD2KOnFHIR/nlp2fhir-obesity-phenotyping,,Method
56,157,32308819,157,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7153091/,Both,Determination of Marital Status of Patients from Structured and Unstructured Electronic Healthcare Data,"Bucher BT, Shi J, Pettit RJ, Ferraro J, Chapman WW, Gundlapalli A.",AMIA,2019,"Social Determinants of Health, including marital status, are becoming increasingly identified as key drivers of health care utilization. This paper describes a robust method to determine the marital status of patients using structured and unstructured electronic healthcare data from a single academic institution in the United States. We developed and validated a natural language processing pipeline (NLP) for the ascertainment of marital status from clinical notes and compared the performance against two baseline methods: a machine learning n-gram model, and structured data obtained from the electronic health record. Overall our NLP engine had excellent performance on both document-level (F1 0.97) and patient-level (F1 0.95) classification. The NLP Engine had superior performance compared with a baseline machine learning n-gram model. We also observed a good correlation between the marital status obtained from our NLP engine and the baseline structured electronic healthcare data (kappa 0.6).",,1,,,NA,1,,,1,,,"This paper used random forest ML methods to compare with 2 rule-based approaches for classifying marital status; however, rule-based approaches outperforms ML methods. ",Marital status,,,Social and community context,NA,1,NA,NA,NA,1,NA,1,University of Utah Health Sciences Center,0,,0,,,US,,23794 notes; 4716 patients,Clinical notes,English,Demographics,,UMLS,Random forest,,,,,,Supervised,Chart review,Chart review,N-grams,Unstructured EHR,378 notes,,487 notes,EasyCIE,,Rule-based,,F-score; Precision; Recall,Rule-based,Rule-based,,0.97,0.97,0.97,,,,,,,,,NA,,,,,NA,NA,Random forest,,0.63,0.84,0.56,NA,NA,,,,,,,NA,,NA,NA,NA,NA,,,,0,1,https://github.com/jianlins/EasyCIE_Hub.,,Application
59,158,32360937,158,https://www.sciencedirect.com/science/article/pii/S1532046420300666,Both,Cohort selection for clinical trials using multiple instance learning,"Dai HJ, Wang FD, Chen CW, Su CH, Wu CS, Jonnagaddala J.",J Biomed Inform,2020,"Identifying patients eligible for clinical trials using electronic health records (EHRs) is a challenging task usually requiring a comprehensive analysis of information stored in multiple EHRs of a patient. The goal of this study is to investigate different methods and their effectiveness in identifying patients that meet specific eligibility selection criteria based on patients' longitudinal records. An unstructured dataset released by the n2c2 cohort selection for clinical trials track was used, each of which included 2-5 records manually annotated to thirteen pre-defined selection criteria. Unlike the other studies, we formulated the problem as a multiple instance learning (MIL) task and compared the performance with that of the rule-based and the single instance-based classifiers. Our official best run achieved an average micro-F score of 0.8765 which was ranked as one of the top ten results in the track. Further experiments demonstrated that the performance of the MIL-based classifiers consistently yield better performance than their single-instance counterparts in the criteria that require the overall comprehension of the information distributed among all of the patient's EHRs. Rule-based and single instance learning approaches exhibited better performance in criteria that don't require a consideration of several factors across records. This study demonstrated that cohort selection using longitudinal patient records can be formulated as a MIL problem. Our results exhibit that the MIL-based classifiers supplement the rule-based methods and provide better results in comparison to the single instance learning approaches.",,1,,,NA,1,,,1,,,This paper used ML for cohort selection for clinical trials using the n2c2 data that outperformed rule-based methods.,Clinical trial eligibility for n2c2 2018 challenge,,,,1,NA,NA,NA,NA,NA,NA,13,Partners/MGB,0,i2b2,1,2018 n2c2 track 1,,US,,290 patients and 377 documents and 12235 sentences,Clinical notes,English,,,,SVM,,,,,,Supervised,Chart review,Chart review,Bag of words,Unstructured EHR,204 patients,,88 patients,NegEx,,Rule-based,,F-score; Precision; Recall,Traditional ML,SVM,0.881,0.877,0.829,0.889,,0.873,Rule-based,0.867,0.842,0.825,0.861,,0.842,,,,,NA,NA,,,,,,NA,NA,,,,,,,NA,,NA,NA,NA,NA,,,,0,0,,,Application
